date,postal_code,district,no2,pm10,aqi
2025-06-06,10713,Charlottenburg-Wilmersdorf,21.5,16.7,22
2025-06-06,10715,Charlottenburg-Wilmersdorf,23.7,21.5,26
2025-06-06,10715,Charlottenburg-Wilmersdorf,20.3,21.0,23
2025-06-06,10717,Charlottenburg-Wilmersdorf,19.3,17.8,21
2025-06-06,10719,Charlottenburg-Wilmersdorf,34.9,18.9,31
2025-06-06,10777,Charlottenburg-Wilmersdorf,29.1,17.9,27
2025-06-06,10777,Charlottenburg-Wilmersdorf,27.2,20.4,27
2025-06-06,10779,Charlottenburg-Wilmersdorf,31.0,23.0,31
2025-06-06,10779,Charlottenburg-Wilmersdorf,32.3,23.8,32
2025-06-06,10781,Tempelhof-Schöneberg,31.7,22.2,31
2025-06-06,10783,Friedrichshain-Kreuzberg,18.3,19.8,21
2025-06-06,10783,Friedrichshain-Kreuzberg,21.2,24.6,26
2025-06-06,10785,Friedrichshain-Kreuzberg,29.1,20.6,29
2025-06-06,10785,Friedrichshain-Kreuzberg,24.4,19.8,25
2025-06-06,10785,Friedrichshain-Kreuzberg,34.7,23.6,33
2025-06-06,10787,Charlottenburg-Wilmersdorf,29.3,16.8,27
2025-06-06,10787,Charlottenburg-Wilmersdorf,34.3,16.6,30
2025-06-06,10787,Charlottenburg-Wilmersdorf,21.4,22.8,25
2025-06-06,10789,Charlottenburg-Wilmersdorf,32.7,23.7,32
2025-06-06,10789,Charlottenburg-Wilmersdorf,23.5,15.7,23
2025-06-06,10823,Tempelhof-Schöneberg,34.8,22.6,33
2025-06-06,10825,Charlottenburg-Wilmersdorf,20.7,19.2,23
2025-06-06,10825,Charlottenburg-Wilmersdorf,26.8,22.0,28
2025-06-06,10827,Tempelhof-Schöneberg,31.5,16.3,28
2025-06-06,10829,Tempelhof-Schöneberg,25.4,24.7,28
2025-06-06,10961,Friedrichshain-Kreuzberg,26.0,23.8,28
2025-06-06,10963,Friedrichshain-Kreuzberg,34.8,19.1,31
2025-06-06,10963,Friedrichshain-Kreuzberg,25.2,23.9,28
2025-06-06,10965,Friedrichshain-Kreuzberg,28.3,23.9,30
2025-06-06,10965,Friedrichshain-Kreuzberg,18.9,19.6,22
2025-06-06,10965,Friedrichshain-Kreuzberg,32.3,24.5,32
2025-06-06,10967,Friedrichshain-Kreuzberg,29.0,24.8,31
2025-06-06,10967,Friedrichshain-Kreuzberg,24.9,17.2,24
2025-06-06,10969,Friedrichshain-Kreuzberg,18.3,15.7,19
2025-06-06,10969,Friedrichshain-Kreuzberg,28.1,18.3,27
2025-06-06,10997,Friedrichshain-Kreuzberg,18.2,19.9,21
2025-06-06,10997,Friedrichshain-Kreuzberg,18.0,15.9,19
2025-06-06,10997,Friedrichshain-Kreuzberg,28.5,16.4,26
2025-06-06,10999,Friedrichshain-Kreuzberg,21.2,24.7,26
2025-06-06,10999,Friedrichshain-Kreuzberg,21.3,22.4,24
2025-06-06,10999,Friedrichshain-Kreuzberg,29.1,23.7,30
2025-06-06,10999,Friedrichshain-Kreuzberg,18.9,24.7,24
2025-06-06,12043,Neukölln,23.3,18.8,24
2025-06-06,12045,Neukölln,20.5,21.9,24
2025-06-06,12047,Friedrichshain-Kreuzberg,27.9,16.8,26
2025-06-06,12047,Friedrichshain-Kreuzberg,29.3,20.5,29
2025-06-06,12049,Neukölln,30.3,17.1,27
2025-06-06,12049,Neukölln,22.3,16.6,22
2025-06-06,12051,Neukölln,19.5,16.0,20
2025-06-06,12051,Neukölln,19.3,20.8,22
2025-06-06,12053,Neukölln,25.2,24.5,28
2025-06-06,12055,Neukölln,34.1,16.2,29
2025-06-06,12057,Neukölln,21.7,20.0,24
2025-06-06,12057,Neukölln,22.4,21.9,25
2025-06-06,12059,Friedrichshain-Kreuzberg,19.7,20.0,22
2025-06-06,12059,Friedrichshain-Kreuzberg,28.3,24.1,30
2025-06-06,12059,Friedrichshain-Kreuzberg,29.6,16.7,27
2025-06-06,12099,Neukölln,28.9,15.2,26
2025-06-06,12099,Neukölln,32.6,18.8,30
2025-06-06,12101,Friedrichshain-Kreuzberg,26.3,20.6,27
2025-06-06,12101,Friedrichshain-Kreuzberg,20.3,17.5,21
2025-06-06,12103,Tempelhof-Schöneberg,22.9,16.7,23
2025-06-06,12105,Steglitz-Zehlendorf,29.3,23.0,30
2025-06-06,12105,Steglitz-Zehlendorf,28.4,16.9,26
2025-06-06,12107,Neukölln,27.0,19.4,27
2025-06-06,12107,Neukölln,29.6,24.5,31
2025-06-06,12107,Neukölln,28.8,21.1,29
2025-06-06,12109,Neukölln,33.0,20.0,31
2025-06-06,12109,Neukölln,28.0,18.6,27
2025-06-06,12157,Steglitz-Zehlendorf,31.2,20.2,30
2025-06-06,12157,Steglitz-Zehlendorf,22.2,22.3,25
2025-06-06,12159,Charlottenburg-Wilmersdorf,29.5,23.2,30
2025-06-06,12159,Charlottenburg-Wilmersdorf,33.3,21.5,32
2025-06-06,12161,Charlottenburg-Wilmersdorf,24.6,22.9,27
2025-06-06,12161,Charlottenburg-Wilmersdorf,31.2,15.9,27
2025-06-06,12161,Charlottenburg-Wilmersdorf,30.3,15.1,27
2025-06-06,12163,Steglitz-Zehlendorf,19.0,22.3,23
2025-06-06,12163,Steglitz-Zehlendorf,27.9,17.6,26
2025-06-06,12165,Steglitz-Zehlendorf,20.2,23.8,25
2025-06-06,12167,Steglitz-Zehlendorf,34.4,20.4,32
2025-06-06,12169,Steglitz-Zehlendorf,31.8,19.8,30
2025-06-06,12169,Steglitz-Zehlendorf,19.9,22.7,24
2025-06-06,12203,Steglitz-Zehlendorf,20.1,22.4,24
2025-06-06,12205,Steglitz-Zehlendorf,28.1,22.0,29
2025-06-06,12207,Steglitz-Zehlendorf,23.9,21.9,26
2025-06-06,12209,Steglitz-Zehlendorf,18.6,20.2,22
2025-06-06,12209,Steglitz-Zehlendorf,27.2,24.3,29
2025-06-06,12247,Steglitz-Zehlendorf,24.6,23.9,27
2025-06-06,12247,Steglitz-Zehlendorf,19.7,18.3,21
2025-06-06,12249,Steglitz-Zehlendorf,31.6,23.0,31
2025-06-06,12249,Steglitz-Zehlendorf,33.6,23.9,33
2025-06-06,12277,Steglitz-Zehlendorf,30.9,21.2,30
2025-06-06,12277,Steglitz-Zehlendorf,32.0,20.6,30
2025-06-06,12279,Steglitz-Zehlendorf,21.7,21.7,24
2025-06-06,12279,Steglitz-Zehlendorf,22.5,16.6,22
2025-06-06,12305,Neukölln,21.5,15.9,21
2025-06-06,12305,Neukölln,31.0,23.2,31
2025-06-06,12307,Tempelhof-Schöneberg,34.1,20.7,32
2025-06-06,12309,Tempelhof-Schöneberg,30.2,16.2,27
2025-06-06,12347,Neukölln,33.0,19.2,30
2025-06-06,12347,Neukölln,28.9,18.0,27
2025-06-06,12349,Neukölln,24.6,23.8,27
2025-06-06,12349,Neukölln,25.2,20.1,26
2025-06-06,12351,Neukölln,19.3,20.8,22
2025-06-06,12353,Neukölln,18.5,17.4,20
2025-06-06,12355,Neukölln,29.8,23.0,30
2025-06-06,12355,Neukölln,25.5,24.3,28
2025-06-06,12357,Neukölln,27.4,22.9,29
2025-06-06,12357,Neukölln,27.5,19.9,27
2025-06-06,12359,Neukölln,22.7,23.4,26
2025-06-06,12359,Neukölln,26.1,16.9,25
2025-06-06,12435,Friedrichshain-Kreuzberg,26.0,16.1,24
2025-06-06,12435,Friedrichshain-Kreuzberg,24.6,19.4,25
2025-06-06,12435,Friedrichshain-Kreuzberg,32.0,16.8,28
2025-06-06,12437,Neukölln,25.7,17.6,25
2025-06-06,12437,Neukölln,28.3,20.9,28
2025-06-06,12459,Lichtenberg,33.2,19.0,30
2025-06-06,12459,Lichtenberg,32.7,23.7,32
2025-06-06,12459,Lichtenberg,33.1,17.3,29
2025-06-06,12487,Neukölln,22.6,25.0,27
2025-06-06,12487,Neukölln,18.6,18.6,21
2025-06-06,12489,Neukölln,22.4,20.2,24
2025-06-06,12489,Neukölln,22.7,16.3,22
2025-06-06,12524,Neukölln,33.5,20.8,31
2025-06-06,12524,Neukölln,29.0,24.6,30
2025-06-06,12526,Treptow-Köpenick,19.4,22.5,23
2025-06-06,12527,Treptow-Köpenick,20.3,17.4,21
2025-06-06,12555,Marzahn-Hellersdorf,20.6,19.4,23
2025-06-06,12555,Marzahn-Hellersdorf,28.7,19.3,28
2025-06-06,12557,Treptow-Köpenick,30.5,16.0,27
2025-06-06,12559,Treptow-Köpenick,32.6,23.9,32
2025-06-06,12587,Treptow-Köpenick,34.0,18.8,31
2025-06-06,12589,Treptow-Köpenick,21.4,19.9,23
2025-06-06,12619,Marzahn-Hellersdorf,23.3,17.9,23
2025-06-06,12621,Marzahn-Hellersdorf,22.1,16.5,22
2025-06-06,12621,Marzahn-Hellersdorf,24.1,24.0,27
2025-06-06,12623,Marzahn-Hellersdorf,33.5,15.4,29
2025-06-06,12623,Marzahn-Hellersdorf,27.8,19.0,27
2025-06-06,12627,Marzahn-Hellersdorf,30.5,22.3,30
2025-06-06,12629,Marzahn-Hellersdorf,26.3,18.1,26
2025-06-06,12679,Marzahn-Hellersdorf,18.5,19.5,21
2025-06-06,12681,Lichtenberg,19.1,20.6,22
2025-06-06,12681,Lichtenberg,27.1,25.0,29
2025-06-06,12683,Lichtenberg,30.2,22.6,30
2025-06-06,12683,Lichtenberg,21.7,24.7,26
2025-06-06,12683,Lichtenberg,30.3,21.9,30
2025-06-06,12685,Marzahn-Hellersdorf,31.8,17.7,29
2025-06-06,12687,Marzahn-Hellersdorf,25.0,17.9,25
2025-06-06,12689,Lichtenberg,30.7,23.2,31
2025-06-06,12689,Lichtenberg,24.9,19.3,25
2025-06-06,13051,Lichtenberg,29.5,18.7,28
2025-06-06,13051,Lichtenberg,31.0,24.5,32
2025-06-06,13053,Lichtenberg,34.9,15.1,29
2025-06-06,13053,Lichtenberg,23.9,20.2,25
2025-06-06,13053,Lichtenberg,25.0,22.8,27
2025-06-06,13055,Lichtenberg,20.8,22.4,24
2025-06-06,13055,Lichtenberg,21.5,18.7,23
2025-06-06,13057,Lichtenberg,29.8,20.4,29
2025-06-06,13057,Lichtenberg,33.6,15.1,29
2025-06-06,13059,Lichtenberg,24.7,20.3,26
2025-06-06,13086,Pankow,21.1,20.9,24
2025-06-06,13088,Lichtenberg,22.8,23.7,26
2025-06-06,13088,Lichtenberg,25.7,17.1,25
2025-06-06,13089,Pankow,22.9,23.3,26
2025-06-06,13125,Pankow,22.0,22.2,25
2025-06-06,13127,Pankow,30.5,21.7,30
2025-06-06,13129,Pankow,18.1,18.9,21
2025-06-06,13156,Pankow,27.2,18.7,26
2025-06-06,13156,Pankow,31.5,22.0,31
2025-06-06,13158,Pankow,22.5,24.9,27
2025-06-06,13158,Pankow,28.3,19.1,27
2025-06-06,13159,Pankow,29.4,24.2,30
2025-06-06,13159,Pankow,29.1,20.9,29
2025-06-06,13187,Mitte,25.6,23.7,28
2025-06-06,13187,Mitte,23.9,17.2,24
2025-06-06,13187,Mitte,32.2,22.6,31
2025-06-06,13189,Pankow,30.9,23.3,31
2025-06-06,13347,Mitte,23.5,23.3,26
2025-06-06,13349,Mitte,19.8,22.8,24
2025-06-06,13349,Mitte,19.2,18.0,21
2025-06-06,13351,Charlottenburg-Wilmersdorf,19.6,20.2,22
2025-06-06,13351,Charlottenburg-Wilmersdorf,27.9,18.0,26
2025-06-06,13353,Charlottenburg-Wilmersdorf,18.9,18.4,21
2025-06-06,13353,Charlottenburg-Wilmersdorf,23.7,18.0,24
2025-06-06,13355,Mitte,30.8,17.8,28
2025-06-06,13357,Mitte,23.0,21.9,25
2025-06-06,13357,Mitte,31.0,21.5,30
2025-06-06,13359,Mitte,30.7,17.0,28
2025-06-06,13359,Mitte,22.2,21.9,25
2025-06-06,13359,Mitte,30.4,17.9,28
2025-06-06,13403,Reinickendorf,30.7,17.0,28
2025-06-06,13405,Charlottenburg-Wilmersdorf,24.8,22.5,27
2025-06-06,13405,Charlottenburg-Wilmersdorf,21.6,18.6,23
2025-06-06,13405,Charlottenburg-Wilmersdorf,26.9,20.7,27
2025-06-06,13407,Mitte,33.7,17.0,30
2025-06-06,13407,Mitte,28.9,21.1,29
2025-06-06,13407,Mitte,20.9,17.1,22
2025-06-06,13409,Mitte,29.6,16.7,27
2025-06-06,13409,Mitte,25.3,18.9,25
2025-06-06,13409,Mitte,28.1,22.9,29
2025-06-06,13435,Reinickendorf,30.5,16.8,27
2025-06-06,13437,Pankow,26.8,16.2,25
2025-06-06,13437,Pankow,31.8,15.3,28
2025-06-06,13439,Pankow,30.3,19.2,29
2025-06-06,13439,Pankow,28.5,17.8,27
2025-06-06,13465,Reinickendorf,20.6,17.9,22
2025-06-06,13467,Reinickendorf,32.2,24.8,33
2025-06-06,13469,Pankow,33.9,16.9,30
2025-06-06,13469,Pankow,20.3,19.6,22
2025-06-06,13503,Reinickendorf,26.3,24.9,29
2025-06-06,13505,Reinickendorf,22.4,15.3,22
2025-06-06,13505,Reinickendorf,30.8,22.0,30
2025-06-06,13507,Reinickendorf,30.3,18.7,28
2025-06-06,13509,Reinickendorf,20.4,24.1,25
2025-06-06,13581,Spandau,32.9,24.1,33
2025-06-06,13583,Spandau,21.1,18.9,23
2025-06-06,13585,Spandau,31.6,17.2,28
2025-06-06,13587,Reinickendorf,25.8,19.3,26
2025-06-06,13587,Reinickendorf,23.6,24.7,27
2025-06-06,13589,Spandau,20.7,17.8,22
2025-06-06,13591,Spandau,20.8,24.8,25
2025-06-06,13593,Spandau,29.3,23.2,30
2025-06-06,13595,Charlottenburg-Wilmersdorf,27.4,17.7,26
2025-06-06,13595,Charlottenburg-Wilmersdorf,20.1,22.9,24
2025-06-06,13597,Charlottenburg-Wilmersdorf,19.9,15.5,20
2025-06-06,13597,Charlottenburg-Wilmersdorf,19.2,20.5,22
2025-06-06,13599,Charlottenburg-Wilmersdorf,30.6,18.6,28
2025-06-06,13599,Charlottenburg-Wilmersdorf,30.1,19.3,28
2025-06-06,13599,Charlottenburg-Wilmersdorf,19.0,19.7,22
2025-06-06,13627,Charlottenburg-Wilmersdorf,27.5,20.0,27
2025-06-06,13627,Charlottenburg-Wilmersdorf,19.4,21.6,23
2025-06-06,13627,Charlottenburg-Wilmersdorf,33.4,22.0,32
2025-06-06,13629,Charlottenburg-Wilmersdorf,33.4,24.8,33
2025-06-06,13629,Charlottenburg-Wilmersdorf,29.9,22.6,30
2025-06-06,13629,Charlottenburg-Wilmersdorf,33.7,21.9,32
2025-06-06,14050,Charlottenburg-Wilmersdorf,31.8,18.9,29
2025-06-06,14050,Charlottenburg-Wilmersdorf,32.1,16.2,28
2025-06-06,14052,Charlottenburg-Wilmersdorf,27.7,15.6,25
2025-06-06,14052,Charlottenburg-Wilmersdorf,23.2,19.8,24
2025-06-06,14053,Charlottenburg-Wilmersdorf,21.7,21.7,24
2025-06-06,14193,Charlottenburg-Wilmersdorf,23.6,21.5,25
2025-06-06,14193,Charlottenburg-Wilmersdorf,28.7,24.5,30
2025-06-06,14193,Charlottenburg-Wilmersdorf,20.9,18.8,22
2025-06-06,14057,Charlottenburg-Wilmersdorf,22.4,21.3,25
2025-06-06,14059,Charlottenburg-Wilmersdorf,26.0,23.9,28
2025-06-06,14089,Charlottenburg-Wilmersdorf,22.0,19.0,23
2025-06-06,14089,Charlottenburg-Wilmersdorf,28.0,19.8,27
2025-06-06,14089,Charlottenburg-Wilmersdorf,33.7,24.2,33
2025-06-06,14109,Spandau,30.7,20.5,29
2025-06-06,14109,Spandau,29.3,23.0,30
2025-06-06,14129,Charlottenburg-Wilmersdorf,27.9,24.4,30
2025-06-06,14129,Charlottenburg-Wilmersdorf,26.3,20.7,27
2025-06-06,14129,Charlottenburg-Wilmersdorf,21.2,16.1,21
2025-06-06,14163,Steglitz-Zehlendorf,33.2,23.2,32
2025-06-06,14165,Steglitz-Zehlendorf,22.2,23.2,25
2025-06-06,14167,Steglitz-Zehlendorf,19.6,16.1,20
2025-06-06,14169,Charlottenburg-Wilmersdorf,30.8,20.5,29
2025-06-06,14169,Charlottenburg-Wilmersdorf,21.0,19.9,23
2025-06-06,14193,Charlottenburg-Wilmersdorf,24.3,23.5,27
2025-06-06,14193,Charlottenburg-Wilmersdorf,18.5,17.7,20
2025-06-06,14193,Charlottenburg-Wilmersdorf,20.3,19.3,22
2025-06-06,14195,Charlottenburg-Wilmersdorf,20.9,21.0,24
2025-06-06,14195,Charlottenburg-Wilmersdorf,18.9,20.2,22
2025-06-06,14197,Charlottenburg-Wilmersdorf,29.2,24.6,31
2025-06-06,14197,Charlottenburg-Wilmersdorf,32.2,24.6,32
2025-06-06,14197,Charlottenburg-Wilmersdorf,24.3,15.8,23
2025-06-06,14199,Charlottenburg-Wilmersdorf,32.9,18.0,30
2025-06-06,14199,Charlottenburg-Wilmersdorf,21.6,15.1,21
2025-06-06,12439,Treptow-Köpenick,23.5,19.2,24
2025-06-06,14055,Charlottenburg-Wilmersdorf,20.6,21.6,24
2025-06-06,14055,Charlottenburg-Wilmersdorf,28.5,19.7,28
2025-06-06,15537,Treptow-Köpenick,25.1,15.7,24
2025-06-06,15566,Treptow-Köpenick,28.4,17.0,26
2025-06-06,15569,Treptow-Köpenick,30.9,16.7,28
2025-06-07,10115,Mitte,19.1,20.1,22
2025-06-07,10117,Friedrichshain-Kreuzberg,20.1,21.8,23
2025-06-07,10117,Friedrichshain-Kreuzberg,23.7,18.2,24
2025-06-07,10119,Mitte,16.2,16.3,18
2025-06-07,10119,Mitte,16.9,23.0,22
2025-06-07,10178,Friedrichshain-Kreuzberg,21.1,23.6,25
2025-06-07,10178,Friedrichshain-Kreuzberg,19.9,17.8,21
2025-06-07,10178,Friedrichshain-Kreuzberg,14.7,19.2,19
2025-06-07,10179,Friedrichshain-Kreuzberg,17.1,15.8,19
2025-06-07,10179,Friedrichshain-Kreuzberg,18.2,17.3,20
2025-06-07,10243,Friedrichshain-Kreuzberg,17.6,22.7,22
2025-06-07,10243,Friedrichshain-Kreuzberg,14.7,18.7,19
2025-06-07,10245,Friedrichshain-Kreuzberg,23.6,21.0,25
2025-06-07,10245,Friedrichshain-Kreuzberg,21.7,24.5,26
2025-06-07,10245,Friedrichshain-Kreuzberg,18.3,22.2,23
2025-06-07,10247,Friedrichshain-Kreuzberg,20.7,19.5,23
2025-06-07,10247,Friedrichshain-Kreuzberg,23.3,18.7,24
2025-06-07,10247,Friedrichshain-Kreuzberg,14.2,16.9,17
2025-06-07,10249,Friedrichshain-Kreuzberg,15.6,22.6,21
2025-06-07,10249,Friedrichshain-Kreuzberg,19.1,16.1,20
2025-06-07,10249,Friedrichshain-Kreuzberg,22.1,15.6,22
2025-06-07,10315,Lichtenberg,13.0,16.0,16
2025-06-07,10315,Lichtenberg,24.3,17.4,24
2025-06-07,10317,Friedrichshain-Kreuzberg,18.0,21.3,22
2025-06-07,10317,Friedrichshain-Kreuzberg,16.9,23.6,22
2025-06-07,10317,Friedrichshain-Kreuzberg,16.1,24.9,23
2025-06-07,10318,Lichtenberg,14.7,22.3,20
2025-06-07,10318,Lichtenberg,22.0,16.5,22
2025-06-07,10318,Lichtenberg,24.0,17.8,24
2025-06-07,10319,Lichtenberg,17.5,16.3,19
2025-06-07,10319,Lichtenberg,23.9,16.2,23
2025-06-07,10365,Friedrichshain-Kreuzberg,22.4,20.7,24
2025-06-07,10365,Friedrichshain-Kreuzberg,18.3,24.1,23
2025-06-07,10367,Friedrichshain-Kreuzberg,20.6,21.8,24
2025-06-07,10367,Friedrichshain-Kreuzberg,17.8,23.0,23
2025-06-07,10367,Friedrichshain-Kreuzberg,19.2,20.1,22
2025-06-07,10369,Lichtenberg,13.3,19.8,18
2025-06-07,10369,Lichtenberg,20.9,24.4,25
2025-06-07,10405,Friedrichshain-Kreuzberg,13.2,22.2,19
2025-06-07,10405,Friedrichshain-Kreuzberg,22.3,19.6,24
2025-06-07,10405,Friedrichshain-Kreuzberg,22.4,18.3,23
2025-06-07,10407,Friedrichshain-Kreuzberg,15.4,15.9,18
2025-06-07,10407,Friedrichshain-Kreuzberg,16.5,23.2,22
2025-06-07,10407,Friedrichshain-Kreuzberg,18.3,16.7,20
2025-06-07,10409,Pankow,19.7,20.2,22
2025-06-07,10435,Mitte,16.0,21.4,21
2025-06-07,10435,Mitte,19.7,22.4,24
2025-06-07,10437,Mitte,16.1,15.8,18
2025-06-07,10437,Mitte,13.3,15.1,16
2025-06-07,10439,Mitte,12.6,22.1,19
2025-06-07,10439,Mitte,13.8,19.5,18
2025-06-07,10551,Mitte,22.0,16.8,22
2025-06-07,10553,Charlottenburg-Wilmersdorf,24.0,24.8,27
2025-06-07,10553,Charlottenburg-Wilmersdorf,17.7,22.9,23
2025-06-07,10555,Charlottenburg-Wilmersdorf,18.7,20.8,22
2025-06-07,10555,Charlottenburg-Wilmersdorf,14.3,22.0,20
2025-06-07,10557,Mitte,19.2,16.6,20
2025-06-07,10559,Mitte,14.3,24.6,21
2025-06-07,10585,Charlottenburg-Wilmersdorf,19.9,25.0,25
2025-06-07,10587,Charlottenburg-Wilmersdorf,23.7,21.5,26
2025-06-07,10587,Charlottenburg-Wilmersdorf,14.9,21.7,20
2025-06-07,10589,Charlottenburg-Wilmersdorf,21.7,22.0,25
2025-06-07,10589,Charlottenburg-Wilmersdorf,12.9,21.7,19
2025-06-07,10623,Charlottenburg-Wilmersdorf,17.1,19.4,20
2025-06-07,10623,Charlottenburg-Wilmersdorf,13.9,20.4,19
2025-06-07,10625,Charlottenburg-Wilmersdorf,16.8,17.8,19
2025-06-07,10627,Charlottenburg-Wilmersdorf,14.7,19.5,19
2025-06-07,10629,Charlottenburg-Wilmersdorf,17.0,19.4,20
2025-06-07,10707,Charlottenburg-Wilmersdorf,17.6,17.9,20
2025-06-07,10709,Charlottenburg-Wilmersdorf,16.2,22.9,22
2025-06-07,10711,Charlottenburg-Wilmersdorf,20.4,19.1,22
2025-06-07,10713,Charlottenburg-Wilmersdorf,23.5,20.5,25
2025-06-07,10715,Charlottenburg-Wilmersdorf,17.4,16.6,19
2025-06-07,10715,Charlottenburg-Wilmersdorf,14.9,19.7,19
2025-06-07,10717,Charlottenburg-Wilmersdorf,15.8,22.6,21
2025-06-07,10719,Charlottenburg-Wilmersdorf,22.8,19.4,24
2025-06-07,10777,Charlottenburg-Wilmersdorf,19.4,20.6,22
2025-06-07,10777,Charlottenburg-Wilmersdorf,18.0,22.0,22
2025-06-07,10779,Charlottenburg-Wilmersdorf,14.4,18.9,18
2025-06-07,10779,Charlottenburg-Wilmersdorf,18.0,18.5,20
2025-06-07,10781,Tempelhof-Schöneberg,15.9,15.9,18
2025-06-07,10783,Friedrichshain-Kreuzberg,23.8,20.8,25
2025-06-07,10783,Friedrichshain-Kreuzberg,23.1,22.1,25
2025-06-07,10785,Friedrichshain-Kreuzberg,13.6,20.8,19
2025-06-07,10785,Friedrichshain-Kreuzberg,18.7,17.8,21
2025-06-07,10785,Friedrichshain-Kreuzberg,15.3,17.6,18
2025-06-07,10787,Charlottenburg-Wilmersdorf,17.5,16.6,19
2025-06-07,10787,Charlottenburg-Wilmersdorf,23.0,15.5,22
2025-06-07,10787,Charlottenburg-Wilmersdorf,18.9,19.3,21
2025-06-07,10789,Charlottenburg-Wilmersdorf,16.6,16.6,19
2025-06-07,10789,Charlottenburg-Wilmersdorf,15.1,21.9,20
2025-06-07,10823,Tempelhof-Schöneberg,22.1,24.6,26
2025-06-07,10825,Charlottenburg-Wilmersdorf,20.0,15.7,20
2025-06-07,10825,Charlottenburg-Wilmersdorf,18.2,23.9,23
2025-06-07,10827,Tempelhof-Schöneberg,15.2,21.6,20
2025-06-07,10829,Tempelhof-Schöneberg,16.6,23.6,22
2025-06-07,10961,Friedrichshain-Kreuzberg,24.0,16.5,23
2025-06-07,10963,Friedrichshain-Kreuzberg,18.8,24.1,24
2025-06-07,10963,Friedrichshain-Kreuzberg,17.4,24.6,23
2025-06-07,10965,Friedrichshain-Kreuzberg,18.8,24.1,24
2025-06-07,10965,Friedrichshain-Kreuzberg,21.9,22.9,25
2025-06-07,10965,Friedrichshain-Kreuzberg,16.6,15.9,18
2025-06-07,10967,Friedrichshain-Kreuzberg,14.7,17.2,18
2025-06-07,10967,Friedrichshain-Kreuzberg,19.6,24.1,24
2025-06-07,10969,Friedrichshain-Kreuzberg,20.5,17.3,21
2025-06-07,10969,Friedrichshain-Kreuzberg,21.1,18.5,22
2025-06-07,10997,Friedrichshain-Kreuzberg,23.1,15.5,22
2025-06-07,10997,Friedrichshain-Kreuzberg,17.0,21.3,21
2025-06-07,10997,Friedrichshain-Kreuzberg,13.5,20.6,19
2025-06-07,10999,Friedrichshain-Kreuzberg,24.0,24.6,27
2025-06-07,10999,Friedrichshain-Kreuzberg,17.8,23.9,23
2025-06-07,10999,Friedrichshain-Kreuzberg,20.0,20.1,23
2025-06-07,10999,Friedrichshain-Kreuzberg,20.5,21.1,23
2025-06-07,12043,Neukölln,19.1,19.1,22
2025-06-07,12045,Neukölln,15.0,16.3,18
2025-06-07,12047,Friedrichshain-Kreuzberg,21.6,23.7,25
2025-06-07,12047,Friedrichshain-Kreuzberg,22.2,20.5,24
2025-06-07,12049,Neukölln,19.2,19.3,22
2025-06-07,12049,Neukölln,18.4,15.7,19
2025-06-07,12051,Neukölln,14.0,21.7,20
2025-06-07,12051,Neukölln,13.6,19.0,18
2025-06-07,12053,Neukölln,16.6,17.5,19
2025-06-07,12055,Neukölln,16.3,23.8,22
2025-06-07,12057,Neukölln,23.9,16.8,23
2025-06-07,12057,Neukölln,21.9,20.2,24
2025-06-07,12059,Friedrichshain-Kreuzberg,20.5,23.0,24
2025-06-07,12059,Friedrichshain-Kreuzberg,18.8,23.5,23
2025-06-07,12059,Friedrichshain-Kreuzberg,14.6,23.2,21
2025-06-07,12099,Neukölln,24.2,24.0,27
2025-06-07,12099,Neukölln,17.1,16.4,19
2025-06-07,12101,Friedrichshain-Kreuzberg,13.9,24.4,21
2025-06-07,12101,Friedrichshain-Kreuzberg,18.5,15.1,19
2025-06-07,12103,Tempelhof-Schöneberg,23.0,17.6,23
2025-06-07,12105,Steglitz-Zehlendorf,23.2,15.8,22
2025-06-07,12105,Steglitz-Zehlendorf,12.7,24.5,20
2025-06-07,12107,Neukölln,23.1,19.2,24
2025-06-07,12107,Neukölln,15.8,18.2,19
2025-06-07,12107,Neukölln,13.1,16.7,17
2025-06-07,12109,Neukölln,22.7,16.6,22
2025-06-07,12109,Neukölln,22.9,21.1,25
2025-06-07,12157,Steglitz-Zehlendorf,19.7,15.5,20
2025-06-07,12157,Steglitz-Zehlendorf,19.4,20.9,23
2025-06-07,12159,Charlottenburg-Wilmersdorf,22.3,22.7,25
2025-06-07,12159,Charlottenburg-Wilmersdorf,22.0,21.0,24
2025-06-07,12161,Charlottenburg-Wilmersdorf,23.2,23.3,26
2025-06-07,12161,Charlottenburg-Wilmersdorf,19.2,17.7,21
2025-06-07,12161,Charlottenburg-Wilmersdorf,24.1,15.8,23
2025-06-07,12163,Steglitz-Zehlendorf,24.5,22.2,26
2025-06-07,12163,Steglitz-Zehlendorf,14.0,23.3,20
2025-06-07,12165,Steglitz-Zehlendorf,22.7,20.0,24
2025-06-07,12167,Steglitz-Zehlendorf,18.5,23.2,23
2025-06-07,12169,Steglitz-Zehlendorf,17.2,19.6,21
2025-06-07,12169,Steglitz-Zehlendorf,19.9,17.0,21
2025-06-07,12203,Steglitz-Zehlendorf,13.3,19.7,18
2025-06-07,12205,Steglitz-Zehlendorf,18.6,17.2,20
2025-06-07,12207,Steglitz-Zehlendorf,23.0,19.7,24
2025-06-07,12209,Steglitz-Zehlendorf,15.1,16.5,18
2025-06-07,12209,Steglitz-Zehlendorf,17.7,16.9,19
